"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","response","present","setSize","conjuction","task","correct","stimulus"
"","null","html-keyboard-response","100","235440","0.0-1.0-1.49","null","","","","","","Correct!"
"","856","canvas-keyboard-response","101","236799","0.0-1.0-0.50","j","false","10","true","response","true",""
"","null","html-keyboard-response","102","238306","0.0-1.0-1.50","null","","","","","","Correct!"
"","808","canvas-keyboard-response","103","239616","0.0-1.0-0.51","j","false","10","false","response","true",""
"","null","html-keyboard-response","104","241143","0.0-1.0-1.51","null","","","","","","Correct!"
"","756","canvas-keyboard-response","105","242402","0.0-1.0-0.52","j","false","30","false","response","true",""
"","null","html-keyboard-response","106","243914","0.0-1.0-1.52","null","","","","","","Correct!"
"","1187","canvas-keyboard-response","107","245603","0.0-1.0-0.53","j","false","10","true","response","true",""
"","null","html-keyboard-response","108","247111","0.0-1.0-1.53","null","","","","","","Correct!"
"","729","canvas-keyboard-response","109","248342","0.0-1.0-0.54","f","true","10","true","response","true",""
"","null","html-keyboard-response","110","249847","0.0-1.0-1.54","null","","","","","","Correct!"
"","722","canvas-keyboard-response","111","251075","0.0-1.0-0.55","j","false","30","false","response","true",""
"","null","html-keyboard-response","112","252602","0.0-1.0-1.55","null","","","","","","Correct!"
"","666","canvas-keyboard-response","113","253782","0.0-1.0-0.56","j","false","20","false","response","true",""
"","null","html-keyboard-response","114","255303","0.0-1.0-1.56","null","","","","","","Correct!"
"","607","canvas-keyboard-response","115","256422","0.0-1.0-0.57","f","true","20","false","response","true",""
"","null","html-keyboard-response","116","257943","0.0-1.0-1.57","null","","","","","","Correct!"
"","1332","canvas-keyboard-response","117","259778","0.0-1.0-0.58","f","true","30","true","response","true",""
"","null","html-keyboard-response","118","261284","0.0-1.0-1.58","null","","","","","","Correct!"
"","931","canvas-keyboard-response","119","262730","0.0-1.0-0.59","f","true","10","true","response","true",""
"","null","html-keyboard-response","120","264252","0.0-1.0-1.59","null","","","","","","Correct!"
"","688","canvas-keyboard-response","121","265453","0.0-1.0-0.60","f","true","20","false","response","true",""
"","null","html-keyboard-response","122","266960","0.0-1.0-1.60","null","","","","","","Correct!"
"","700","canvas-keyboard-response","123","268162","0.0-1.0-0.61","j","false","30","false","response","true",""
"","null","html-keyboard-response","124","269686","0.0-1.0-1.61","null","","","","","","Correct!"
"","678","canvas-keyboard-response","125","270882","0.0-1.0-0.62","f","true","40","false","response","true",""
"","null","html-keyboard-response","126","272413","0.0-1.0-1.62","null","","","","","","Correct!"
"","750","canvas-keyboard-response","127","273665","0.0-1.0-0.63","j","false","20","false","response","true",""
"","null","html-keyboard-response","128","275198","0.0-1.0-1.63","null","","","","","","Correct!"
"","591","canvas-keyboard-response","129","276302","0.0-1.0-0.64","f","true","10","true","response","true",""
"","null","html-keyboard-response","130","277823","0.0-1.0-1.64","null","","","","","","Correct!"
"","626","canvas-keyboard-response","131","278962","0.0-1.0-0.65","f","true","10","false","response","true",""
"","null","html-keyboard-response","132","280474","0.0-1.0-1.65","null","","","","","","Correct!"
"","1324","canvas-keyboard-response","133","282302","0.0-1.0-0.66","f","true","20","true","response","true",""
"","null","html-keyboard-response","134","283818","0.0-1.0-1.66","null","","","","","","Correct!"
"","786","canvas-keyboard-response","135","285124","0.0-1.0-0.67","j","false","30","false","response","true",""
"","null","html-keyboard-response","136","286633","0.0-1.0-1.67","null","","","","","","Correct!"
"","608","canvas-keyboard-response","137","287743","0.0-1.0-0.68","f","true","40","false","response","true",""
"","null","html-keyboard-response","138","289260","0.0-1.0-1.68","null","","","","","","Correct!"
"","1063","canvas-keyboard-response","139","290853","0.0-1.0-0.69","j","false","20","false","response","true",""
"","null","html-keyboard-response","140","292364","0.0-1.0-1.69","null","","","","","","Correct!"
"","669","canvas-keyboard-response","141","293543","0.0-1.0-0.70","f","true","30","false","response","true",""
"","null","html-keyboard-response","142","295055","0.0-1.0-1.70","null","","","","","","Correct!"
"","2523","canvas-keyboard-response","143","298092","0.0-1.0-0.71","j","false","40","true","response","true",""
"","null","html-keyboard-response","144","299609","0.0-1.0-1.71","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","908","canvas-keyboard-response","145","301039","0.0-1.0-0.72","f","true","20","true","response","true",""
"","null","html-keyboard-response","146","302558","0.0-1.0-1.72","null","","","","","","Correct!"
"","633","canvas-keyboard-response","147","303697","0.0-1.0-0.73","f","true","20","false","response","true",""
"","null","html-keyboard-response","148","305210","0.0-1.0-1.73","null","","","","","","Correct!"
"","601","canvas-keyboard-response","149","306326","0.0-1.0-0.74","f","true","20","false","response","true",""
"","null","html-keyboard-response","150","307829","0.0-1.0-1.74","null","","","","","","Correct!"
"","1143","canvas-keyboard-response","151","309477","0.0-1.0-0.75","j","false","10","true","response","true",""
"","null","html-keyboard-response","152","310995","0.0-1.0-1.75","null","","","","","","Correct!"
"","790","canvas-keyboard-response","153","312294","0.0-1.0-0.76","j","false","20","false","response","true",""
"","null","html-keyboard-response","154","313820","0.0-1.0-1.76","null","","","","","","Correct!"
"","698","canvas-keyboard-response","155","315033","0.0-1.0-0.77","j","false","10","true","response","true",""
"","null","html-keyboard-response","156","316539","0.0-1.0-1.77","null","","","","","","Correct!"
"","626","canvas-keyboard-response","157","317670","0.0-1.0-0.78","f","true","10","false","response","true",""
"","null","html-keyboard-response","158","319178","0.0-1.0-1.78","null","","","","","","Correct!"
"","1098","canvas-keyboard-response","159","320785","0.0-1.0-0.79","f","true","30","true","response","true",""
"","null","html-keyboard-response","160","322319","0.0-1.0-1.79","null","","","","","","Correct!"
"","542","canvas-keyboard-response","161","323372","0.0-1.0-0.80","f","true","30","false","response","true",""
"","null","html-keyboard-response","162","324882","0.0-1.0-1.80","null","","","","","","Correct!"
"","1742","canvas-keyboard-response","163","327141","0.0-1.0-0.81","j","false","30","true","response","true",""
"","null","html-keyboard-response","164","328652","0.0-1.0-1.81","null","","","","","","Correct!"
"","658","canvas-keyboard-response","165","329818","0.0-1.0-0.82","j","false","40","false","response","true",""
"","null","html-keyboard-response","166","331327","0.0-1.0-1.82","null","","","","","","Correct!"
"","750","canvas-keyboard-response","167","332591","0.0-1.0-0.83","j","false","30","false","response","true",""
"","null","html-keyboard-response","168","334109","0.0-1.0-1.83","null","","","","","","Correct!"
"","771","canvas-keyboard-response","169","335385","0.0-1.0-0.84","j","false","40","false","response","true",""
"","null","html-keyboard-response","170","336902","0.0-1.0-1.84","null","","","","","","Correct!"
"","676","canvas-keyboard-response","171","338088","0.0-1.0-0.85","j","false","10","false","response","true",""
"","null","html-keyboard-response","172","339603","0.0-1.0-1.85","null","","","","","","Correct!"
"","701","canvas-keyboard-response","173","340825","0.0-1.0-0.86","j","false","10","true","response","true",""
"","null","html-keyboard-response","174","342330","0.0-1.0-1.86","null","","","","","","Correct!"
"","764","canvas-keyboard-response","175","343597","0.0-1.0-0.87","j","false","20","true","response","true",""
"","null","html-keyboard-response","176","345101","0.0-1.0-1.87","null","","","","","","Correct!"
"","571","canvas-keyboard-response","177","346173","0.0-1.0-0.88","f","true","30","false","response","true",""
"","null","html-keyboard-response","178","347676","0.0-1.0-1.88","null","","","","","","Correct!"
"","569","canvas-keyboard-response","179","348761","0.0-1.0-0.89","j","false","30","false","response","true",""
"","null","html-keyboard-response","180","350269","0.0-1.0-1.89","null","","","","","","Correct!"
"","603","canvas-keyboard-response","181","351382","0.0-1.0-0.90","j","false","40","false","response","true",""
"","null","html-keyboard-response","182","352898","0.0-1.0-1.90","null","","","","","","Correct!"
"","1056","canvas-keyboard-response","183","354466","0.0-1.0-0.91","f","true","30","true","response","true",""
"","null","html-keyboard-response","184","355993","0.0-1.0-1.91","null","","","","","","Correct!"
"","650","canvas-keyboard-response","185","357156","0.0-1.0-0.92","j","false","10","false","response","true",""
"","null","html-keyboard-response","186","358673","0.0-1.0-1.92","null","","","","","","Correct!"
"","1152","canvas-keyboard-response","187","360328","0.0-1.0-0.93","f","true","40","true","response","true",""
"","null","html-keyboard-response","188","361845","0.0-1.0-1.93","null","","","","","","Correct!"
"","1114","canvas-keyboard-response","189","363463","0.0-1.0-0.94","j","false","30","true","response","true",""
"","null","html-keyboard-response","190","364972","0.0-1.0-1.94","null","","","","","","Correct!"
"","1308","canvas-keyboard-response","191","366782","0.0-1.0-0.95","j","false","20","true","response","true",""
"","null","html-keyboard-response","192","368285","0.0-1.0-1.95","null","","","","","","Correct!"
"","1195","canvas-keyboard-response","193","369996","0.0-1.0-0.96","j","false","30","true","response","true",""
"","null","html-keyboard-response","194","371513","0.0-1.0-1.96","null","","","","","","Correct!"
"","914","canvas-keyboard-response","195","372944","0.0-1.0-0.97","j","true","40","true","response","false",""
"","null","html-keyboard-response","196","374464","0.0-1.0-1.97","null","","","","","","Wrong"
"","741","canvas-keyboard-response","197","375717","0.0-1.0-0.98","f","true","40","false","response","true",""
"","null","html-keyboard-response","198","377225","0.0-1.0-1.98","null","","","","","","Correct!"
"","1390","canvas-keyboard-response","199","379119","0.0-1.0-0.99","f","true","20","true","response","true",""
"","null","html-keyboard-response","200","380633","0.0-1.0-1.99","null","","","","","","Correct!"
"","1291","canvas-keyboard-response","201","382427","0.0-1.0-0.100","j","false","40","true","response","true",""
"","null","html-keyboard-response","202","383944","0.0-1.0-1.100","null","","","","","","Correct!"
"","1053","canvas-keyboard-response","203","385508","0.0-1.0-0.101","j","false","30","true","response","true",""
"","null","html-keyboard-response","204","387023","0.0-1.0-1.101","null","","","","","","Correct!"
"","839","canvas-keyboard-response","205","388374","0.0-1.0-0.102","f","true","20","true","response","true",""
"","null","html-keyboard-response","206","389890","0.0-1.0-1.102","null","","","","","","Correct!"
"","1299","canvas-keyboard-response","207","391691","0.0-1.0-0.103","f","true","10","true","response","true",""
"","null","html-keyboard-response","208","393194","0.0-1.0-1.103","null","","","","","","Correct!"
"","766","canvas-keyboard-response","209","394479","0.0-1.0-0.104","j","false","30","false","response","true",""
"","null","html-keyboard-response","210","396004","0.0-1.0-1.104","null","","","","","","Correct!"
"","522","canvas-keyboard-response","211","397028","0.0-1.0-0.105","f","true","40","false","response","true",""
"","null","html-keyboard-response","212","398545","0.0-1.0-1.105","null","","","","","","Correct!"
"","700","canvas-keyboard-response","213","399757","0.0-1.0-0.106","f","true","20","false","response","true",""
"","null","html-keyboard-response","214","401281","0.0-1.0-1.106","null","","","","","","Correct!"
"","922","canvas-keyboard-response","215","402705","0.0-1.0-0.107","f","true","20","false","response","true",""
"","null","html-keyboard-response","216","404219","0.0-1.0-1.107","null","","","","","","Correct!"
"","883","canvas-keyboard-response","217","405607","0.0-1.0-0.108","f","true","30","true","response","true",""
"","null","html-keyboard-response","218","407128","0.0-1.0-1.108","null","","","","","","Correct!"
"","595","canvas-keyboard-response","219","408229","0.0-1.0-0.109","j","true","20","false","response","false",""
"","null","html-keyboard-response","220","409735","0.0-1.0-1.109","null","","","","","","Wrong"
"","614","canvas-keyboard-response","221","410857","0.0-1.0-0.110","f","true","10","false","response","true",""
"","null","html-keyboard-response","222","412361","0.0-1.0-1.110","null","","","","","","Correct!"
"","1246","canvas-keyboard-response","223","414121","0.0-1.0-0.111","j","false","20","true","response","true",""
"","null","html-keyboard-response","224","415632","0.0-1.0-1.111","null","","","","","","Correct!"
"","664","canvas-keyboard-response","225","416797","0.0-1.0-0.112","f","true","10","true","response","true",""
"","null","html-keyboard-response","226","418305","0.0-1.0-1.112","null","","","","","","Correct!"
"","1042","canvas-keyboard-response","227","419860","0.0-1.0-0.113","f","true","10","false","response","true",""
"","null","html-keyboard-response","228","421364","0.0-1.0-1.113","null","","","","","","Correct!"
"","735","canvas-keyboard-response","229","422601","0.0-1.0-0.114","f","true","40","true","response","true",""
"","null","html-keyboard-response","230","424110","0.0-1.0-1.114","null","","","","","","Correct!"
"","719","canvas-keyboard-response","231","425331","0.0-1.0-0.115","j","false","30","false","response","true",""
"","null","html-keyboard-response","232","426844","0.0-1.0-1.115","null","","","","","","Correct!"
"","1224","canvas-keyboard-response","233","428587","0.0-1.0-0.116","j","false","30","true","response","true",""
"","null","html-keyboard-response","234","430102","0.0-1.0-1.116","null","","","","","","Correct!"
"","622","canvas-keyboard-response","235","431227","0.0-1.0-0.117","f","true","40","false","response","true",""
"","null","html-keyboard-response","236","432729","0.0-1.0-1.117","null","","","","","","Correct!"
"","1316","canvas-keyboard-response","237","434548","0.0-1.0-0.118","j","false","30","false","response","true",""
"","null","html-keyboard-response","238","436074","0.0-1.0-1.118","null","","","","","","Correct!"
"","590","canvas-keyboard-response","239","437175","0.0-1.0-0.119","f","true","20","false","response","true",""
"","null","html-keyboard-response","240","438686","0.0-1.0-1.119","null","","","","","","Correct!"
"","1441","canvas-keyboard-response","241","440634","0.0-1.0-0.120","f","true","30","true","response","true",""
"","null","html-keyboard-response","242","442153","0.0-1.0-1.120","null","","","","","","Correct!"
"","715","canvas-keyboard-response","243","443370","0.0-1.0-0.121","j","false","10","true","response","true",""
"","null","html-keyboard-response","244","444874","0.0-1.0-1.121","null","","","","","","Correct!"
"","635","canvas-keyboard-response","245","446011","0.0-1.0-0.122","f","true","10","false","response","true",""
"","null","html-keyboard-response","246","447517","0.0-1.0-1.122","null","","","","","","Correct!"
"","1540","canvas-keyboard-response","247","449565","0.0-1.0-0.123","j","false","30","true","response","true",""
"","null","html-keyboard-response","248","451081","0.0-1.0-1.123","null","","","","","","Correct!"
"","609","canvas-keyboard-response","249","452195","0.0-1.0-0.124","f","true","30","false","response","true",""
"","null","html-keyboard-response","250","453713","0.0-1.0-1.124","null","","","","","","Correct!"
"","1937","canvas-keyboard-response","251","456161","0.0-1.0-0.125","f","true","40","true","response","true",""
"","null","html-keyboard-response","252","457670","0.0-1.0-1.125","null","","","","","","Correct!"
"","671","canvas-keyboard-response","253","458851","0.0-1.0-0.126","f","true","40","true","response","true",""
"","null","html-keyboard-response","254","460366","0.0-1.0-1.126","null","","","","","","Correct!"
"","582","canvas-keyboard-response","255","461450","0.0-1.0-0.127","f","true","10","false","response","true",""
"","null","html-keyboard-response","256","462961","0.0-1.0-1.127","null","","","","","","Correct!"
"","1972","canvas-keyboard-response","257","465436","0.0-1.0-0.128","j","false","40","true","response","true",""
"","null","html-keyboard-response","258","466958","0.0-1.0-1.128","null","","","","","","Correct!"
"","906","canvas-keyboard-response","259","468366","0.0-1.0-0.129","j","false","30","false","response","true",""
"","null","html-keyboard-response","260","469891","0.0-1.0-1.129","null","","","","","","Correct!"
"","663","canvas-keyboard-response","261","471056","0.0-1.0-0.130","f","true","20","true","response","true",""
"","null","html-keyboard-response","262","472565","0.0-1.0-1.130","null","","","","","","Correct!"
"","1377","canvas-keyboard-response","263","474450","0.0-1.0-0.131","j","false","20","true","response","true",""
"","null","html-keyboard-response","264","475959","0.0-1.0-1.131","null","","","","","","Correct!"
"","854","canvas-keyboard-response","265","477327","0.0-1.0-0.132","f","true","10","true","response","true",""
"","null","html-keyboard-response","266","478840","0.0-1.0-1.132","null","","","","","","Correct!"
"","1447","canvas-keyboard-response","267","480800","0.0-1.0-0.133","j","false","20","false","response","true",""
"","null","html-keyboard-response","268","482313","0.0-1.0-1.133","null","","","","","","Correct!"
"","563","canvas-keyboard-response","269","483378","0.0-1.0-0.134","f","true","10","false","response","true",""
"","null","html-keyboard-response","270","484894","0.0-1.0-1.134","null","","","","","","Correct!"
"","1090","canvas-keyboard-response","271","486491","0.0-1.0-0.135","j","false","20","true","response","true",""
"","null","html-keyboard-response","272","488008","0.0-1.0-1.135","null","","","","","","Correct!"
"","631","canvas-keyboard-response","273","489144","0.0-1.0-0.136","j","false","10","true","response","true",""
"","null","html-keyboard-response","274","490660","0.0-1.0-1.136","null","","","","","","Correct!"
"","835","canvas-keyboard-response","275","491998","0.0-1.0-0.137","f","true","20","true","response","true",""
"","null","html-keyboard-response","276","493505","0.0-1.0-1.137","null","","","","","","Correct!"
"","918","canvas-keyboard-response","277","494937","0.0-1.0-0.138","f","true","10","true","response","true",""
"","null","html-keyboard-response","278","496442","0.0-1.0-1.138","null","","","","","","Correct!"
"","1393","canvas-keyboard-response","279","498336","0.0-1.0-0.139","j","false","40","true","response","true",""
"","null","html-keyboard-response","280","499856","0.0-1.0-1.139","null","","","","","","Correct!"
"","993","canvas-keyboard-response","281","501361","0.0-1.0-0.140","f","true","30","true","response","true",""
"","null","html-keyboard-response","282","502883","0.0-1.0-1.140","null","","","","","","Correct!"
"","835","canvas-keyboard-response","283","504229","0.0-1.0-0.141","j","true","10","true","response","false",""
"","null","html-keyboard-response","284","505745","0.0-1.0-1.141","null","","","","","","Wrong"
"","699","canvas-keyboard-response","285","506949","0.0-1.0-0.142","f","true","30","false","response","true",""
"","null","html-keyboard-response","286","508473","0.0-1.0-1.142","null","","","","","","Correct!"
"","858","canvas-keyboard-response","287","509848","0.0-1.0-0.143","f","true","10","false","response","true",""
"","null","html-keyboard-response","288","511351","0.0-1.0-1.143","null","","","","","","Correct!"
"","510","canvas-keyboard-response","289","512364","0.0-1.0-0.144","f","true","10","true","response","true",""
"","null","html-keyboard-response","290","513873","0.0-1.0-1.144","null","","","","","","Correct!"
"","701","canvas-keyboard-response","291","515078","0.0-1.0-0.145","j","false","10","false","response","true",""
"","null","html-keyboard-response","292","516590","0.0-1.0-1.145","null","","","","","","Correct!"
"","1125","canvas-keyboard-response","293","518217","0.0-1.0-0.146","j","false","10","true","response","true",""
"","null","html-keyboard-response","294","519724","0.0-1.0-1.146","null","","","","","","Correct!"
"","1428","canvas-keyboard-response","295","521655","0.0-1.0-0.147","f","true","30","true","response","true",""
"","null","html-keyboard-response","296","523173","0.0-1.0-1.147","null","","","","","","Correct!"
"","1023","canvas-keyboard-response","297","524707","0.0-1.0-0.148","j","false","40","false","response","true",""
"","null","html-keyboard-response","298","526226","0.0-1.0-1.148","null","","","","","","Correct!"
"","673","canvas-keyboard-response","299","527401","0.0-1.0-0.149","f","true","20","false","response","true",""
"","null","html-keyboard-response","300","528915","0.0-1.0-1.149","null","","","","","","Correct!"
"","694","canvas-keyboard-response","301","530117","0.0-1.0-0.150","f","true","10","false","response","true",""
"","null","html-keyboard-response","302","531630","0.0-1.0-1.150","null","","","","","","Correct!"
"","781","canvas-keyboard-response","303","532925","0.0-1.0-0.151","j","false","20","false","response","true",""
"","null","html-keyboard-response","304","534441","0.0-1.0-1.151","null","","","","","","Correct!"
"","2068","canvas-keyboard-response","305","537022","0.0-1.0-0.152","j","false","30","true","response","true",""
