"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","response","present","setSize","conjuction","task","correct","stimulus"
"","null","html-keyboard-response","304","454269","0.0-1.0-1.151","null","","","","","","Correct!"
"","525","canvas-keyboard-response","305","455307","0.0-1.0-0.152","f","true","40","false","response","true",""
"","null","html-keyboard-response","306","456821","0.0-1.0-1.152","null","","","","","","Correct!"
"","521","canvas-keyboard-response","307","457855","0.0-1.0-0.153","f","true","30","true","response","true",""
"","null","html-keyboard-response","308","459373","0.0-1.0-1.153","null","","","","","","Correct!"
"","547","canvas-keyboard-response","309","460434","0.0-1.0-0.154","j","false","20","false","response","true",""
"","null","html-keyboard-response","310","461950","0.0-1.0-1.154","null","","","","","","Correct!"
"","824","canvas-keyboard-response","311","463286","0.0-1.0-0.155","f","true","20","true","response","true",""
"","null","html-keyboard-response","312","464802","0.0-1.0-1.155","null","","","","","","Correct!"
"","497","canvas-keyboard-response","313","465806","0.0-1.0-0.156","f","true","30","false","response","true",""
"","null","html-keyboard-response","314","467325","0.0-1.0-1.156","null","","","","","","Correct!"
"","546","canvas-keyboard-response","315","468385","0.0-1.0-0.157","f","true","30","true","response","true",""
"","null","html-keyboard-response","316","469901","0.0-1.0-1.157","null","","","","","","Correct!"
"","491","canvas-keyboard-response","317","470905","0.0-1.0-0.158","f","true","40","false","response","true",""
"","null","html-keyboard-response","318","472421","0.0-1.0-1.158","null","","","","","","Correct!"
"","643","canvas-keyboard-response","319","473573","0.0-1.0-0.159","j","false","30","false","response","true",""
"","null","html-keyboard-response","320","475093","0.0-1.0-1.159","null","","","","","","Correct!"
"","584","canvas-keyboard-response","321","476187","0.0-1.0-0.160","f","false","40","true","response","false",""
"","null","html-keyboard-response","322","477700","0.0-1.0-1.160","null","","","","","","Wrong"
"","673","canvas-keyboard-response","323","478886","0.0-1.0-0.161","j","false","10","false","response","true",""
"","null","html-keyboard-response","324","480401","0.0-1.0-1.161","null","","","","","","Correct!"
"","601","canvas-keyboard-response","325","481510","0.0-1.0-0.162","j","false","20","false","response","true",""
"","null","html-keyboard-response","326","483029","0.0-1.0-1.162","null","","","","","","Correct!"
"","444","canvas-keyboard-response","327","483985","0.0-1.0-0.163","f","true","20","true","response","true",""
"","null","html-keyboard-response","328","485498","0.0-1.0-1.163","null","","","","","","Correct!"
"","633","canvas-keyboard-response","329","486635","0.0-1.0-0.164","f","true","30","false","response","true",""
"","null","html-keyboard-response","330","488148","0.0-1.0-1.164","null","","","","","","Correct!"
"","1297","canvas-keyboard-response","331","489957","0.0-1.0-0.165","j","false","30","true","response","true",""
"","null","html-keyboard-response","332","491472","0.0-1.0-1.165","null","","","","","","Correct!"
"","1124","canvas-keyboard-response","333","493105","0.0-1.0-0.166","j","false","20","true","response","true",""
"","null","html-keyboard-response","334","494617","0.0-1.0-1.166","null","","","","","","Correct!"
"","1086","canvas-keyboard-response","335","496210","0.0-1.0-0.167","f","true","10","true","response","true",""
"","null","html-keyboard-response","336","497724","0.0-1.0-1.167","null","","","","","","Correct!"
"","540","canvas-keyboard-response","337","498776","0.0-1.0-0.168","j","false","10","false","response","true",""
"","null","html-keyboard-response","338","500292","0.0-1.0-1.168","null","","","","","","Correct!"
"","647","canvas-keyboard-response","339","501449","0.0-1.0-0.169","f","true","10","false","response","true",""
"","null","html-keyboard-response","340","502964","0.0-1.0-1.169","null","","","","","","Correct!"
"","582","canvas-keyboard-response","341","504055","0.0-1.0-0.170","j","false","10","true","response","true",""
"","null","html-keyboard-response","342","505569","0.0-1.0-1.170","null","","","","","","Correct!"
"","651","canvas-keyboard-response","343","506725","0.0-1.0-0.171","j","false","40","false","response","true",""
"","null","html-keyboard-response","344","508244","0.0-1.0-1.171","null","","","","","","Correct!"
"","671","canvas-keyboard-response","345","509427","0.0-1.0-0.172","j","false","20","false","response","true",""
"","null","html-keyboard-response","346","510948","0.0-1.0-1.172","null","","","","","","Correct!"
"","1238","canvas-keyboard-response","347","512695","0.0-1.0-0.173","j","false","20","true","response","true",""
"","null","html-keyboard-response","348","514207","0.0-1.0-1.173","null","","","","","","Correct!"
"","1175","canvas-keyboard-response","349","515891","0.0-1.0-0.174","f","true","40","true","response","true",""
"","null","html-keyboard-response","350","517411","0.0-1.0-1.174","null","","","","","","Correct!"
"","540","canvas-keyboard-response","351","518466","0.0-1.0-0.175","f","true","20","false","response","true",""
"","null","html-keyboard-response","352","519979","0.0-1.0-1.175","null","","","","","","Correct!"
"","666","canvas-keyboard-response","353","521156","0.0-1.0-0.176","f","true","40","false","response","true",""
"","null","html-keyboard-response","354","522672","0.0-1.0-1.176","null","","","","","","Correct!"
"","585","canvas-keyboard-response","355","523765","0.0-1.0-0.177","f","false","10","false","response","false",""
"","null","html-keyboard-response","356","525296","0.0-1.0-1.177","null","","","","","","Wrong"
"","468","canvas-keyboard-response","357","526269","0.0-1.0-0.178","f","true","40","false","response","true",""
"","null","html-keyboard-response","358","527787","0.0-1.0-1.178","null","","","","","","Correct!"
"","505","canvas-keyboard-response","359","528805","0.0-1.0-0.179","j","false","10","false","response","true",""
"","null","html-keyboard-response","360","530315","0.0-1.0-1.179","null","","","","","","Correct!"
"","558","canvas-keyboard-response","361","531386","0.0-1.0-0.180","f","true","10","false","response","true",""
"","null","html-keyboard-response","362","532899","0.0-1.0-1.180","null","","","","","","Correct!"
"","432","canvas-keyboard-response","363","533845","0.0-1.0-0.181","j","false","30","false","response","true",""
"","null","html-keyboard-response","364","535361","0.0-1.0-1.181","null","","","","","","Correct!"
"","553","canvas-keyboard-response","365","536425","0.0-1.0-0.182","f","true","10","true","response","true",""
"","null","html-keyboard-response","366","537939","0.0-1.0-1.182","null","","","","","","Correct!"
"","495","canvas-keyboard-response","367","538945","0.0-1.0-0.183","j","false","10","false","response","true",""
"","null","html-keyboard-response","368","540458","0.0-1.0-1.183","null","","","","","","Correct!"
"","644","canvas-keyboard-response","369","541616","0.0-1.0-0.184","f","false","20","true","response","false",""
"","null","html-keyboard-response","370","543128","0.0-1.0-1.184","null","","","","","","Wrong"
"","1520","canvas-keyboard-response","371","545155","0.0-1.0-0.185","j","false","40","true","response","true",""
"","null","html-keyboard-response","372","546673","0.0-1.0-1.185","null","","","","","","Correct!"
"","577","canvas-keyboard-response","373","547765","0.0-1.0-0.186","j","false","20","false","response","true",""
"","null","html-keyboard-response","374","549282","0.0-1.0-1.186","null","","","","","","Correct!"
"","579","canvas-keyboard-response","375","550375","0.0-1.0-0.187","f","true","20","false","response","true",""
"","null","html-keyboard-response","376","551890","0.0-1.0-1.187","null","","","","","","Correct!"
"","677","canvas-keyboard-response","377","553076","0.0-1.0-0.188","j","false","10","true","response","true",""
"","null","html-keyboard-response","378","554594","0.0-1.0-1.188","null","","","","","","Correct!"
"","473","canvas-keyboard-response","379","555580","0.0-1.0-0.189","f","true","10","true","response","true",""
"","null","html-keyboard-response","380","557098","0.0-1.0-1.189","null","","","","","","Correct!"
"","489","canvas-keyboard-response","381","558100","0.0-1.0-0.190","j","false","10","false","response","true",""
"","null","html-keyboard-response","382","559615","0.0-1.0-1.190","null","","","","","","Correct!"
"","572","canvas-keyboard-response","383","560695","0.0-1.0-0.191","f","true","40","false","response","true",""
"","null","html-keyboard-response","384","562210","0.0-1.0-1.191","null","","","","","","Correct!"
"","825","canvas-keyboard-response","385","563546","0.0-1.0-0.192","f","true","10","false","response","true",""
"","null","html-keyboard-response","386","565066","0.0-1.0-1.192","null","","","","","","Correct!"
"","665","canvas-keyboard-response","387","566245","0.0-1.0-0.193","f","true","20","false","response","true",""
"","null","html-keyboard-response","388","567759","0.0-1.0-1.193","null","","","","","","Correct!"
"","616","canvas-keyboard-response","389","568900","0.0-1.0-0.194","f","true","10","true","response","true",""
"","null","html-keyboard-response","390","570417","0.0-1.0-1.194","null","","","","","","Correct!"
"","658","canvas-keyboard-response","391","571585","0.0-1.0-0.195","f","true","20","false","response","true",""
"","null","html-keyboard-response","392","573095","0.0-1.0-1.195","null","","","","","","Correct!"
"","653","canvas-keyboard-response","393","574253","0.0-1.0-0.196","j","false","30","false","response","true",""
"","null","html-keyboard-response","394","575769","0.0-1.0-1.196","null","","","","","","Correct!"
"","630","canvas-keyboard-response","395","576910","0.0-1.0-0.197","f","true","20","false","response","true",""
"","null","html-keyboard-response","396","578425","0.0-1.0-1.197","null","","","","","","Correct!"
"","627","canvas-keyboard-response","397","579566","0.0-1.0-0.198","j","false","10","true","response","true",""
"","null","html-keyboard-response","398","581082","0.0-1.0-1.198","null","","","","","","Correct!"
"","657","canvas-keyboard-response","399","582251","0.0-1.0-0.199","j","false","40","false","response","true",""
"","null","html-keyboard-response","400","583765","0.0-1.0-1.199","null","","","","","","Correct!"
"","542","canvas-keyboard-response","401","584816","0.0-1.0-0.200","f","false","30","true","response","false",""
"","null","html-keyboard-response","402","586329","0.0-1.0-1.200","null","","","","","","Wrong"
"","764","canvas-keyboard-response","403","587605","0.0-1.0-0.201","f","true","10","false","response","true",""
"","null","html-keyboard-response","404","589121","0.0-1.0-1.201","null","","","","","","Correct!"
"","1061","canvas-keyboard-response","405","590695","0.0-1.0-0.202","f","true","40","true","response","true",""
"","null","html-keyboard-response","406","592209","0.0-1.0-1.202","null","","","","","","Correct!"
"","1847","canvas-keyboard-response","407","594564","0.0-1.0-0.203","j","false","40","false","response","true",""
"","null","html-keyboard-response","408","596081","0.0-1.0-1.203","null","","","","","","Correct!"
"","1004","canvas-keyboard-response","409","597598","0.0-1.0-0.204","f","true","20","true","response","true",""
"","null","html-keyboard-response","410","599113","0.0-1.0-1.204","null","","","","","","Correct!"
"","1599","canvas-keyboard-response","411","601225","0.0-1.0-0.205","j","false","20","true","response","true",""
"","null","html-keyboard-response","412","602741","0.0-1.0-1.205","null","","","","","","Correct!"
"","646","canvas-keyboard-response","413","603895","0.0-1.0-0.206","f","true","20","true","response","true",""
"","null","html-keyboard-response","414","605408","0.0-1.0-1.206","null","","","","","","Correct!"
"","733","canvas-keyboard-response","415","606654","0.0-1.0-0.207","j","false","20","true","response","true",""
"","null","html-keyboard-response","416","608168","0.0-1.0-1.207","null","","","","","","Correct!"
"","1156","canvas-keyboard-response","417","609836","0.0-1.0-0.208","f","true","40","true","response","true",""
"","null","html-keyboard-response","418","611352","0.0-1.0-1.208","null","","","","","","Correct!"
"","588","canvas-keyboard-response","419","612454","0.0-1.0-0.209","f","true","40","false","response","true",""
"","null","html-keyboard-response","420","613965","0.0-1.0-1.209","null","","","","","","Correct!"
"","704","canvas-keyboard-response","421","615177","0.0-1.0-0.210","f","true","30","false","response","true",""
"","null","html-keyboard-response","422","616696","0.0-1.0-1.210","null","","","","","","Correct!"
"","651","canvas-keyboard-response","423","617860","0.0-1.0-0.211","j","false","10","true","response","true",""
"","null","html-keyboard-response","424","619376","0.0-1.0-1.211","null","","","","","","Correct!"
"","1049","canvas-keyboard-response","425","620937","0.0-1.0-0.212","f","true","20","false","response","true",""
"","null","html-keyboard-response","426","622452","0.0-1.0-1.212","null","","","","","","Correct!"
"","525","canvas-keyboard-response","427","623485","0.0-1.0-0.213","f","true","20","false","response","true",""
"","null","html-keyboard-response","428","625000","0.0-1.0-1.213","null","","","","","","Correct!"
"","792","canvas-keyboard-response","429","626305","0.0-1.0-0.214","j","false","20","true","response","true",""
"","null","html-keyboard-response","430","627824","0.0-1.0-1.214","null","","","","","","Correct!"
"","488","canvas-keyboard-response","431","628825","0.0-1.0-0.215","f","true","30","false","response","true",""
"","null","html-keyboard-response","432","630344","0.0-1.0-1.215","null","","","","","","Correct!"
"","490","canvas-keyboard-response","433","631346","0.0-1.0-0.216","f","true","30","false","response","true",""
"","null","html-keyboard-response","434","632863","0.0-1.0-1.216","null","","","","","","Correct!"
"","519","canvas-keyboard-response","435","633895","0.0-1.0-0.217","f","true","40","false","response","true",""
"","null","html-keyboard-response","436","635413","0.0-1.0-1.217","null","","","","","","Correct!"
"","558","canvas-keyboard-response","437","636476","0.0-1.0-0.218","j","true","20","false","response","false",""
"","null","html-keyboard-response","438","637992","0.0-1.0-1.218","null","","","","","","Wrong"
"","522","canvas-keyboard-response","439","639026","0.0-1.0-0.219","j","false","20","false","response","true",""
"","null","html-keyboard-response","440","640543","0.0-1.0-1.219","null","","","","","","Correct!"
"","579","canvas-keyboard-response","441","641635","0.0-1.0-0.220","f","true","20","false","response","true",""
"","null","html-keyboard-response","442","643151","0.0-1.0-1.220","null","","","","","","Correct!"
"","1241","canvas-keyboard-response","443","644905","0.0-1.0-0.221","j","false","40","true","response","true",""
"","null","html-keyboard-response","444","646421","0.0-1.0-1.221","null","","","","","","Correct!"
"","588","canvas-keyboard-response","445","647515","0.0-1.0-0.222","f","true","20","false","response","true",""
"","null","html-keyboard-response","446","649031","0.0-1.0-1.222","null","","","","","","Correct!"
"","642","canvas-keyboard-response","447","650186","0.0-1.0-0.223","j","false","10","true","response","true",""
"","null","html-keyboard-response","448","651700","0.0-1.0-1.223","null","","","","","","Correct!"
"","586","canvas-keyboard-response","449","652793","0.0-1.0-0.224","f","true","30","true","response","true",""
"","null","html-keyboard-response","450","654310","0.0-1.0-1.224","null","","","","","","Correct!"
"","674","canvas-keyboard-response","451","655494","0.0-1.0-0.225","j","false","20","false","response","true",""
"","null","html-keyboard-response","452","657015","0.0-1.0-1.225","null","","","","","","Correct!"
"","551","canvas-keyboard-response","453","658074","0.0-1.0-0.226","f","true","20","true","response","true",""
"","null","html-keyboard-response","454","659587","0.0-1.0-1.226","null","","","","","","Correct!"
"","678","canvas-keyboard-response","455","660774","0.0-1.0-0.227","j","true","10","true","response","false",""
"","null","html-keyboard-response","456","662294","0.0-1.0-1.227","null","","","","","","Wrong"
"","1013","canvas-keyboard-response","457","663821","0.0-1.0-0.228","j","false","40","true","response","true",""
"","null","html-keyboard-response","458","665334","0.0-1.0-1.228","null","","","","","","Correct!"
"","958","canvas-keyboard-response","459","666804","0.0-1.0-0.229","f","true","20","true","response","true",""
"","null","html-keyboard-response","460","668318","0.0-1.0-1.229","null","","","","","","Correct!"
"","604","canvas-keyboard-response","461","669430","0.0-1.0-0.230","j","false","40","false","response","true",""
"","null","html-keyboard-response","462","670950","0.0-1.0-1.230","null","","","","","","Correct!"
"","474","canvas-keyboard-response","463","671935","0.0-1.0-0.231","f","true","20","true","response","true",""
"","null","html-keyboard-response","464","673452","0.0-1.0-1.231","null","","","","","","Correct!"
"","530","canvas-keyboard-response","465","674486","0.0-1.0-0.232","f","true","40","false","response","true",""
"","null","html-keyboard-response","466","676006","0.0-1.0-1.232","null","","","","","","Correct!"
"","566","canvas-keyboard-response","467","677080","0.0-1.0-0.233","f","true","30","true","response","true",""
"","null","html-keyboard-response","468","678594","0.0-1.0-1.233","null","","","","","","Correct!"
"","511","canvas-keyboard-response","469","679628","0.0-1.0-0.234","f","true","40","true","response","true",""
"","null","html-keyboard-response","470","681141","0.0-1.0-1.234","null","","","","","","Correct!"
"","1143","canvas-keyboard-response","471","682794","0.0-1.0-0.235","f","true","20","true","response","true",""
"","null","html-keyboard-response","472","684309","0.0-1.0-1.235","null","","","","","","Correct!"
"","792","canvas-keyboard-response","473","685616","0.0-1.0-0.236","f","true","40","true","response","true",""
"","null","html-keyboard-response","474","687131","0.0-1.0-1.236","null","","","","","","Correct!"
"","797","canvas-keyboard-response","475","688435","0.0-1.0-0.237","j","true","30","true","response","false",""
"","null","html-keyboard-response","476","689950","0.0-1.0-1.237","null","","","","","","Wrong"
"","616","canvas-keyboard-response","477","691074","0.0-1.0-0.238","j","false","20","false","response","true",""
"","null","html-keyboard-response","478","692590","0.0-1.0-1.238","null","","","","","","Correct!"
"","1033","canvas-keyboard-response","479","694134","0.0-1.0-0.239","j","false","30","true","response","true",""
"","null","html-keyboard-response","480","695653","0.0-1.0-1.239","null","","","","","","Correct!"
"","549","canvas-keyboard-response","481","696715","0.0-1.0-0.240","f","true","10","true","response","true",""
"","null","html-keyboard-response","482","698229","0.0-1.0-1.240","null","","","","","","Correct!"
"","584","canvas-keyboard-response","483","699325","0.0-1.0-0.241","j","false","10","false","response","true",""
"","null","html-keyboard-response","484","700844","0.0-1.0-1.241","null","","","","","","Correct!"
"","725","canvas-keyboard-response","485","702084","0.0-1.0-0.242","j","false","20","true","response","true",""
"","null","html-keyboard-response","486","703596","0.0-1.0-1.242","null","","","","","","Correct!"
"","945","canvas-keyboard-response","487","705054","0.0-1.0-0.243","f","true","10","true","response","true",""
"","null","html-keyboard-response","488","706573","0.0-1.0-1.243","null","","","","","","Correct!"
"","729","canvas-keyboard-response","489","707815","0.0-1.0-0.244","j","false","30","false","response","true",""
"","null","html-keyboard-response","490","709349","0.0-1.0-1.244","null","","","","","","Correct!"
"","982","canvas-keyboard-response","491","710844","0.0-1.0-0.245","j","false","30","true","response","true",""
"","null","html-keyboard-response","492","712365","0.0-1.0-1.245","null","","","","","","Correct!"
"","606","canvas-keyboard-response","493","713484","0.0-1.0-0.246","j","false","40","false","response","true",""
"","null","html-keyboard-response","494","715004","0.0-1.0-1.246","null","","","","","","Correct!"
"","517","canvas-keyboard-response","495","716035","0.0-1.0-0.247","f","true","30","true","response","true",""
"","null","html-keyboard-response","496","717548","0.0-1.0-1.247","null","","","","","","Correct!"
"","554","canvas-keyboard-response","497","718616","0.0-1.0-0.248","f","true","20","false","response","true",""
"","null","html-keyboard-response","498","720132","0.0-1.0-1.248","null","","","","","","Correct!"
"","522","canvas-keyboard-response","499","721164","0.0-1.0-0.249","f","true","10","false","response","true",""
"","null","html-keyboard-response","500","722684","0.0-1.0-1.249","null","","","","","","Correct!"
"","504","canvas-keyboard-response","501","723697","0.0-1.0-0.250","f","true","40","false","response","true",""
"","null","html-keyboard-response","502","725212","0.0-1.0-1.250","null","","","","","","Correct!"
"","634","canvas-keyboard-response","503","726355","0.0-1.0-0.251","f","true","40","false","response","true",""
"","null","html-keyboard-response","504","727864","0.0-1.0-1.251","null","","","","","","Correct!"
"","563","canvas-keyboard-response","505","728936","0.0-1.0-0.252","f","true","40","true","response","true",""
"","null","html-keyboard-response","506","730450","0.0-1.0-1.252","null","","","","","","Correct!"
"","620","canvas-keyboard-response","507","731575","0.0-1.0-0.253","j","false","10","true","response","true",""
"","null","html-keyboard-response","508","733092","0.0-1.0-1.253","null","","","","","","Correct!"
"","640","canvas-keyboard-response","509","734245","0.0-1.0-0.254","j","false","30","false","response","true",""
"","null","html-keyboard-response","510","735762","0.0-1.0-1.254","null","","","","","","Correct!"
"","466","canvas-keyboard-response","511","736734","0.0-1.0-0.255","f","true","30","true","response","true",""
"","null","html-keyboard-response","512","738247","0.0-1.0-1.255","null","","","","","","Correct!"
"","708","canvas-keyboard-response","513","739464","0.0-1.0-0.256","f","true","30","true","response","true",""
"","null","html-keyboard-response","514","740980","0.0-1.0-1.256","null","","","","","","Correct!"
"","643","canvas-keyboard-response","515","742134","0.0-1.0-0.257","j","false","30","false","response","true",""
"","null","html-keyboard-response","516","743654","0.0-1.0-1.257","null","","","","","","Correct!"
"","730","canvas-keyboard-response","517","744895","0.0-1.0-0.258","j","false","30","true","response","true",""
"","null","html-keyboard-response","518","746411","0.0-1.0-1.258","null","","","","","","Correct!"
"","611","canvas-keyboard-response","519","747534","0.0-1.0-0.259","f","true","10","true","response","true",""
"","null","html-keyboard-response","520","749051","0.0-1.0-1.259","null","","","","","","Correct!"
"","494","canvas-keyboard-response","521","750057","0.0-1.0-0.260","f","true","30","false","response","true",""
"","null","html-keyboard-response","522","751571","0.0-1.0-1.260","null","","","","","","Correct!"
"","506","canvas-keyboard-response","523","752590","0.0-1.0-0.261","j","false","20","false","response","true",""
"","null","html-keyboard-response","524","754099","0.0-1.0-1.261","null","","","","","","Correct!"
"","426","canvas-keyboard-response","525","755035","0.0-1.0-0.262","f","true","10","false","response","true",""
"","null","html-keyboard-response","526","756555","0.0-1.0-1.262","null","","","","","","Correct!"
"","1025","canvas-keyboard-response","527","758094","0.0-1.0-0.263","j","false","30","true","response","true",""
"","null","html-keyboard-response","528","759608","0.0-1.0-1.263","null","","","","","","Correct!"
"","558","canvas-keyboard-response","529","760675","0.0-1.0-0.264","j","false","10","false","response","true",""
"","null","html-keyboard-response","530","762191","0.0-1.0-1.264","null","","","","","","Correct!"
"","588","canvas-keyboard-response","531","763284","0.0-1.0-0.265","j","false","10","true","response","true",""
"","null","html-keyboard-response","532","764800","0.0-1.0-1.265","null","","","","","","Correct!"
"","617","canvas-keyboard-response","533","765924","0.0-1.0-0.266","j","true","10","true","response","false",""
"","null","html-keyboard-response","534","767440","0.0-1.0-1.266","null","","","","","","Wrong"
"","557","canvas-keyboard-response","535","768505","0.0-1.0-0.267","j","false","10","false","response","true",""
"","null","html-keyboard-response","536","770019","0.0-1.0-1.267","null","","","","","","Correct!"
"","603","canvas-keyboard-response","537","771131","0.0-1.0-0.268","j","false","10","false","response","true",""
"","null","html-keyboard-response","538","772649","0.0-1.0-1.268","null","","","","","","Correct!"
"","623","canvas-keyboard-response","539","773784","0.0-1.0-0.269","j","false","20","false","response","true",""
"","null","html-keyboard-response","540","775298","0.0-1.0-1.269","null","","","","","","Correct!"
"","614","canvas-keyboard-response","541","776425","0.0-1.0-0.270","f","true","10","false","response","true",""
"","null","html-keyboard-response","542","777939","0.0-1.0-1.270","null","","","","","","Correct!"
"","498","canvas-keyboard-response","543","778944","0.0-1.0-0.271","f","true","10","true","response","true",""
"","null","html-keyboard-response","544","780456","0.0-1.0-1.271","null","","","","","","Correct!"
"","502","canvas-keyboard-response","545","781465","0.0-1.0-0.272","j","false","30","false","response","true",""
"","null","html-keyboard-response","546","782978","0.0-1.0-1.272","null","","","","","","Correct!"
"","452","canvas-keyboard-response","547","783940","0.0-1.0-0.273","f","true","30","false","response","true",""
"","null","html-keyboard-response","548","785458","0.0-1.0-1.273","null","","","","","","Correct!"
"","660","canvas-keyboard-response","549","786630","0.0-1.0-0.274","f","false","40","true","response","false",""
"","null","html-keyboard-response","550","788146","0.0-1.0-1.274","null","","","","","","Wrong"
"","521","canvas-keyboard-response","551","789190","0.0-1.0-0.275","f","true","30","false","response","true",""
"","null","html-keyboard-response","552","790706","0.0-1.0-1.275","null","","","","","","Correct!"
"","1827","canvas-keyboard-response","553","793046","0.0-1.0-0.276","j","false","40","true","response","true",""
"","null","html-keyboard-response","554","794562","0.0-1.0-1.276","null","","","","","","Correct!"
"","1260","canvas-keyboard-response","555","796330","0.0-1.0-0.277","j","false","20","true","response","true",""
"","null","html-keyboard-response","556","797850","0.0-1.0-1.277","null","","","","","","Correct!"
"","501","canvas-keyboard-response","557","798863","0.0-1.0-0.278","j","false","10","false","response","true",""
"","null","html-keyboard-response","558","800378","0.0-1.0-1.278","null","","","","","","Correct!"
"","1396","canvas-keyboard-response","559","802284","0.0-1.0-0.279","f","true","30","true","response","true",""
"","null","html-keyboard-response","560","803801","0.0-1.0-1.279","null","","","","","","Correct!"
"","581","canvas-keyboard-response","561","804895","0.0-1.0-0.280","f","true","40","false","response","true",""
"","null","html-keyboard-response","562","806406","0.0-1.0-1.280","null","","","","","","Correct!"
"","534","canvas-keyboard-response","563","807448","0.0-1.0-0.281","j","false","10","false","response","true",""
"","null","html-keyboard-response","564","808959","0.0-1.0-1.281","null","","","","","","Correct!"
"","620","canvas-keyboard-response","565","810084","0.0-1.0-0.282","j","false","10","true","response","true",""
"","null","html-keyboard-response","566","811598","0.0-1.0-1.282","null","","","","","","Correct!"
"","498","canvas-keyboard-response","567","812604","0.0-1.0-0.283","j","false","10","false","response","true",""
"","null","html-keyboard-response","568","814121","0.0-1.0-1.283","null","","","","","","Correct!"
"","736","canvas-keyboard-response","569","815365","0.0-1.0-0.284","f","false","20","true","response","false",""
"","null","html-keyboard-response","570","816881","0.0-1.0-1.284","null","","","","","","Wrong"
"","790","canvas-keyboard-response","571","818184","0.0-1.0-0.285","f","true","20","true","response","true",""
"","null","html-keyboard-response","572","819697","0.0-1.0-1.285","null","","","","","","Correct!"
"","1335","canvas-keyboard-response","573","821544","0.0-1.0-0.286","j","false","30","true","response","true",""
"","null","html-keyboard-response","574","823065","0.0-1.0-1.286","null","","","","","","Correct!"
"","1027","canvas-keyboard-response","575","824604","0.0-1.0-0.287","f","true","30","true","response","true",""
"","null","html-keyboard-response","576","826121","0.0-1.0-1.287","null","","","","","","Correct!"
"","928","canvas-keyboard-response","577","827561","0.0-1.0-0.288","j","false","10","false","response","true",""
"","null","html-keyboard-response","578","829080","0.0-1.0-1.288","null","","","","","","Correct!"
"","746","canvas-keyboard-response","579","830335","0.0-1.0-0.289","f","true","30","true","response","true",""
"","null","html-keyboard-response","580","831848","0.0-1.0-1.289","null","","","","","","Correct!"
"","612","canvas-keyboard-response","581","832974","0.0-1.0-0.290","f","true","30","false","response","true",""
"","null","html-keyboard-response","582","834487","0.0-1.0-1.290","null","","","","","","Correct!"
"","563","canvas-keyboard-response","583","835553","0.0-1.0-0.291","j","false","10","false","response","true",""
"","null","html-keyboard-response","584","837072","0.0-1.0-1.291","null","","","","","","Correct!"
"","670","canvas-keyboard-response","585","838255","0.0-1.0-0.292","j","true","20","true","response","false",""
"","null","html-keyboard-response","586","839768","0.0-1.0-1.292","null","","","","","","Wrong"
"","571","canvas-keyboard-response","587","840863","0.0-1.0-0.293","j","false","10","false","response","true",""
"","null","html-keyboard-response","588","842384","0.0-1.0-1.293","null","","","","","","Correct!"
"","547","canvas-keyboard-response","589","843444","0.0-1.0-0.294","f","false","40","true","response","false",""
"","null","html-keyboard-response","590","844960","0.0-1.0-1.294","null","","","","","","Wrong"
"","584","canvas-keyboard-response","591","846054","0.0-1.0-0.295","j","false","10","true","response","true",""
"","null","html-keyboard-response","592","847568","0.0-1.0-1.295","null","","","","","","Correct!"
"","1065","canvas-keyboard-response","593","849146","0.0-1.0-0.296","f","true","40","true","response","true",""
"","null","html-keyboard-response","594","850663","0.0-1.0-1.296","null","","","","","","Correct!"
"","1116","canvas-keyboard-response","595","852294","0.0-1.0-0.297","f","true","40","false","response","true",""
"","null","html-keyboard-response","596","853808","0.0-1.0-1.297","null","","","","","","Correct!"
"","764","canvas-keyboard-response","597","855084","0.0-1.0-0.298","f","true","40","true","response","true",""
"","null","html-keyboard-response","598","856600","0.0-1.0-1.298","null","","","","","","Correct!"
"","1033","canvas-keyboard-response","599","858145","0.0-1.0-0.299","f","true","10","true","response","true",""
"","null","html-keyboard-response","600","859662","0.0-1.0-1.299","null","","","","","","Correct!"
"","1841","canvas-keyboard-response","601","862017","0.0-1.0-0.300","j","false","30","true","response","true",""
"","null","html-keyboard-response","602","863536","0.0-1.0-1.300","null","","","","","","Correct!"
"","546","canvas-keyboard-response","603","864594","0.0-1.0-0.301","j","false","10","false","response","true",""
"","null","html-keyboard-response","604","866111","0.0-1.0-1.301","null","","","","","","Correct!"
"","1452","canvas-keyboard-response","605","868074","0.0-1.0-0.302","j","false","40","true","response","true",""
"","null","html-keyboard-response","606","869588","0.0-1.0-1.302","null","","","","","","Correct!"
"","497","canvas-keyboard-response","607","870594","0.0-1.0-0.303","j","false","30","false","response","true",""
"","null","html-keyboard-response","608","872108","0.0-1.0-1.303","null","","","","","","Correct!"
"","740","canvas-keyboard-response","609","873355","0.0-1.0-0.304","f","true","40","true","response","true",""
"","null","html-keyboard-response","610","874871","0.0-1.0-1.304","null","","","","","","Correct!"
"","640","canvas-keyboard-response","611","876024","0.0-1.0-0.305","f","true","20","false","response","true",""
"","null","html-keyboard-response","612","877542","0.0-1.0-1.305","null","","","","","","Correct!"
"","712","canvas-keyboard-response","613","878769","0.0-1.0-0.306","f","true","30","false","response","true",""
"","null","html-keyboard-response","614","880287","0.0-1.0-1.306","null","","","","","","Correct!"
"","504","canvas-keyboard-response","615","881303","0.0-1.0-0.307","j","true","10","false","response","false",""
