"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","response","present","setSize","conjuction","task","correct","stimulus"
"","980","canvas-keyboard-response","29","153384","0.0-1.0-0.14","j","false","20","false","response","true",""
"","null","html-keyboard-response","30","154905","0.0-1.0-1.14","null","","","","","","Correct!"
"","3522","canvas-keyboard-response","31","158929","0.0-1.0-0.15","j","false","40","true","response","true",""
"","null","html-keyboard-response","32","160443","0.0-1.0-1.15","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1516","canvas-keyboard-response","33","162462","0.0-1.0-0.16","j","false","10","true","response","true",""
"","null","html-keyboard-response","34","163976","0.0-1.0-1.16","null","","","","","","Correct!"
"","1337","canvas-keyboard-response","35","165816","0.0-1.0-0.17","j","false","10","true","response","true",""
"","null","html-keyboard-response","36","167325","0.0-1.0-1.17","null","","","","","","Correct!"
"","1246","canvas-keyboard-response","37","169074","0.0-1.0-0.18","f","true","30","true","response","true",""
"","null","html-keyboard-response","38","170575","0.0-1.0-1.18","null","","","","","","Correct!"
"","806","canvas-keyboard-response","39","171889","0.0-1.0-0.19","f","true","40","false","response","true",""
"","null","html-keyboard-response","40","173402","0.0-1.0-1.19","null","","","","","","Correct!"
"","668","canvas-keyboard-response","41","174577","0.0-1.0-0.20","f","true","30","false","response","true",""
"","null","html-keyboard-response","42","176086","0.0-1.0-1.20","null","","","","","","Correct!"
"","2258","canvas-keyboard-response","43","178860","0.0-1.0-0.21","j","false","30","true","response","true",""
"","null","html-keyboard-response","44","180370","0.0-1.0-1.21","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","563","canvas-keyboard-response","45","181435","0.0-1.0-0.22","f","true","40","false","response","true",""
"","null","html-keyboard-response","46","182961","0.0-1.0-1.22","null","","","","","","Correct!"
"","1146","canvas-keyboard-response","47","184630","0.0-1.0-0.23","f","true","30","true","response","true",""
"","null","html-keyboard-response","48","186133","0.0-1.0-1.23","null","","","","","","Correct!"
"","1187","canvas-keyboard-response","49","187829","0.0-1.0-0.24","f","true","30","true","response","true",""
"","null","html-keyboard-response","50","189333","0.0-1.0-1.24","null","","","","","","Correct!"
"","932","canvas-keyboard-response","51","190768","0.0-1.0-0.25","f","true","20","true","response","true",""
"","null","html-keyboard-response","52","192289","0.0-1.0-1.25","null","","","","","","Correct!"
"","1160","canvas-keyboard-response","53","193959","0.0-1.0-0.26","j","false","10","false","response","true",""
"","null","html-keyboard-response","54","195472","0.0-1.0-1.26","null","","","","","","Correct!"
"","2445","canvas-keyboard-response","55","198424","0.0-1.0-0.27","f","true","40","false","response","true",""
"","null","html-keyboard-response","56","199931","0.0-1.0-1.27","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1395","canvas-keyboard-response","57","201840","0.0-1.0-0.28","f","true","30","true","response","true",""
"","null","html-keyboard-response","58","203351","0.0-1.0-1.28","null","","","","","","Correct!"
"","633","canvas-keyboard-response","59","204487","0.0-1.0-0.29","f","true","10","false","response","true",""
"","null","html-keyboard-response","60","205993","0.0-1.0-1.29","null","","","","","","Correct!"
"","3959","canvas-keyboard-response","61","210463","0.0-1.0-0.30","j","false","40","true","response","true",""
"","null","html-keyboard-response","62","211993","0.0-1.0-1.30","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","779","canvas-keyboard-response","63","213287","0.0-1.0-0.31","f","true","30","false","response","true",""
"","null","html-keyboard-response","64","214804","0.0-1.0-1.31","null","","","","","","Correct!"
"","714","canvas-keyboard-response","65","216020","0.0-1.0-0.32","f","true","30","false","response","true",""
"","null","html-keyboard-response","66","217539","0.0-1.0-1.32","null","","","","","","Correct!"
"","2931","canvas-keyboard-response","67","220974","0.0-1.0-0.33","j","false","40","true","response","true",""
"","null","html-keyboard-response","68","222493","0.0-1.0-1.33","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","944","canvas-keyboard-response","69","223953","0.0-1.0-0.34","f","true","40","false","response","true",""
"","null","html-keyboard-response","70","225481","0.0-1.0-1.34","null","","","","","","Correct!"
"","2306","canvas-keyboard-response","71","228303","0.0-1.0-0.35","j","false","30","true","response","true",""
"","null","html-keyboard-response","72","229805","0.0-1.0-1.35","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1169","canvas-keyboard-response","73","231492","0.0-1.0-0.36","f","true","20","false","response","true",""
"","null","html-keyboard-response","74","232995","0.0-1.0-1.36","null","","","","","","Correct!"
"","1426","canvas-keyboard-response","75","234935","0.0-1.0-0.37","j","false","20","true","response","true",""
"","null","html-keyboard-response","76","236446","0.0-1.0-1.37","null","","","","","","Correct!"
"","1338","canvas-keyboard-response","77","238303","0.0-1.0-0.38","f","true","10","true","response","true",""
"","null","html-keyboard-response","78","239821","0.0-1.0-1.38","null","","","","","","Correct!"
"","2179","canvas-keyboard-response","79","242513","0.0-1.0-0.39","j","false","40","false","response","true",""
"","null","html-keyboard-response","80","244025","0.0-1.0-1.39","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","2549","canvas-keyboard-response","81","247090","0.0-1.0-0.40","f","true","30","true","response","true",""
"","null","html-keyboard-response","82","248611","0.0-1.0-1.40","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","2026","canvas-keyboard-response","83","251142","0.0-1.0-0.41","f","true","20","true","response","true",""
"","null","html-keyboard-response","84","252660","0.0-1.0-1.41","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1328","canvas-keyboard-response","85","254505","0.0-1.0-0.42","f","true","10","false","response","true",""
"","null","html-keyboard-response","86","256020","0.0-1.0-1.42","null","","","","","","Correct!"
"","3041","canvas-keyboard-response","87","259585","0.0-1.0-0.43","f","true","30","true","response","true",""
"","null","html-keyboard-response","88","261113","0.0-1.0-1.43","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","2415","canvas-keyboard-response","89","264046","0.0-1.0-0.44","j","false","40","false","response","true",""
"","null","html-keyboard-response","90","265567","0.0-1.0-1.44","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1844","canvas-keyboard-response","91","267928","0.0-1.0-0.45","f","false","30","true","response","false",""
"","null","html-keyboard-response","92","269442","0.0-1.0-1.45","null","","","","","","Wrong"
"","828","canvas-keyboard-response","93","270774","0.0-1.0-0.46","f","true","30","false","response","true",""
"","null","html-keyboard-response","94","272285","0.0-1.0-1.46","null","","","","","","Correct!"
"","2568","canvas-keyboard-response","95","275357","0.0-1.0-0.47","f","true","30","true","response","true",""
"","null","html-keyboard-response","96","276878","0.0-1.0-1.47","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","848","canvas-keyboard-response","97","278246","0.0-1.0-0.48","f","true","30","false","response","true",""
"","null","html-keyboard-response","98","279757","0.0-1.0-1.48","null","","","","","","Correct!"
"","2824","canvas-keyboard-response","99","283084","0.0-1.0-0.49","j","false","30","true","response","true",""
"","null","html-keyboard-response","100","284607","0.0-1.0-1.49","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","2136","canvas-keyboard-response","101","287251","0.0-1.0-0.50","j","false","10","false","response","true",""
"","null","html-keyboard-response","102","288769","0.0-1.0-1.50","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","2235","canvas-keyboard-response","103","291514","0.0-1.0-0.51","j","false","40","false","response","true",""
"","null","html-keyboard-response","104","293022","0.0-1.0-1.51","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1866","canvas-keyboard-response","105","295389","0.0-1.0-0.52","j","false","40","false","response","true",""
"","null","html-keyboard-response","106","296896","0.0-1.0-1.52","null","","","","","","Correct!"
"","2854","canvas-keyboard-response","107","300264","0.0-1.0-0.53","f","true","40","true","response","true",""
"","null","html-keyboard-response","108","301769","0.0-1.0-1.53","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","2151","canvas-keyboard-response","109","304423","0.0-1.0-0.54","j","false","30","true","response","true",""
"","null","html-keyboard-response","110","305926","0.0-1.0-1.54","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","3210","canvas-keyboard-response","111","309649","0.0-1.0-0.55","j","false","40","false","response","true",""
"","null","html-keyboard-response","112","311165","0.0-1.0-1.55","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","3042","canvas-keyboard-response","113","314709","0.0-1.0-0.56","j","false","40","true","response","true",""
"","null","html-keyboard-response","114","316213","0.0-1.0-1.56","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1552","canvas-keyboard-response","115","318280","0.0-1.0-0.57","f","true","20","true","response","true",""
"","null","html-keyboard-response","116","319804","0.0-1.0-1.57","null","","","","","","Correct!"
"","1868","canvas-keyboard-response","117","322175","0.0-1.0-0.58","j","false","10","false","response","true",""
"","null","html-keyboard-response","118","323697","0.0-1.0-1.58","null","","","","","","Correct!"
"","1186","canvas-keyboard-response","119","325401","0.0-1.0-0.59","j","false","10","false","response","true",""
"","null","html-keyboard-response","120","326931","0.0-1.0-1.59","null","","","","","","Correct!"
"","731","canvas-keyboard-response","121","328179","0.0-1.0-0.60","f","true","10","false","response","true",""
"","null","html-keyboard-response","122","329682","0.0-1.0-1.60","null","","","","","","Correct!"
"","910","canvas-keyboard-response","123","331109","0.0-1.0-0.61","f","true","20","false","response","true",""
"","null","html-keyboard-response","124","332619","0.0-1.0-1.61","null","","","","","","Correct!"
"","2159","canvas-keyboard-response","125","335295","0.0-1.0-0.62","j","false","30","false","response","true",""
"","null","html-keyboard-response","126","336821","0.0-1.0-1.62","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1985","canvas-keyboard-response","127","339316","0.0-1.0-0.63","f","true","10","false","response","true",""
"","null","html-keyboard-response","128","340832","0.0-1.0-1.63","null","","","","","","Correct!"
"","1110","canvas-keyboard-response","129","342451","0.0-1.0-0.64","f","true","20","false","response","true",""
"","null","html-keyboard-response","130","343960","0.0-1.0-1.64","null","","","","","","Correct!"
"","986","canvas-keyboard-response","131","345450","0.0-1.0-0.65","f","true","40","true","response","true",""
"","null","html-keyboard-response","132","346963","0.0-1.0-1.65","null","","","","","","Correct!"
"","626","canvas-keyboard-response","133","348100","0.0-1.0-0.66","f","true","20","false","response","true",""
"","null","html-keyboard-response","134","349604","0.0-1.0-1.66","null","","","","","","Correct!"
"","1294","canvas-keyboard-response","135","351412","0.0-1.0-0.67","j","false","10","true","response","true",""
"","null","html-keyboard-response","136","352930","0.0-1.0-1.67","null","","","","","","Correct!"
"","1788","canvas-keyboard-response","137","355220","0.0-1.0-0.68","j","false","40","false","response","true",""
"","null","html-keyboard-response","138","356743","0.0-1.0-1.68","null","","","","","","Correct!"
"","702","canvas-keyboard-response","139","357950","0.0-1.0-0.69","f","true","10","false","response","true",""
"","null","html-keyboard-response","140","359477","0.0-1.0-1.69","null","","","","","","Correct!"
"","1572","canvas-keyboard-response","141","361553","0.0-1.0-0.70","f","true","10","true","response","true",""
"","null","html-keyboard-response","142","363057","0.0-1.0-1.70","null","","","","","","Correct!"
"","839","canvas-keyboard-response","143","364411","0.0-1.0-0.71","f","true","10","true","response","true",""
"","null","html-keyboard-response","144","365915","0.0-1.0-1.71","null","","","","","","Correct!"
"","883","canvas-keyboard-response","145","367301","0.0-1.0-0.72","f","true","10","false","response","true",""
"","null","html-keyboard-response","146","368822","0.0-1.0-1.72","null","","","","","","Correct!"
"","2481","canvas-keyboard-response","147","371812","0.0-1.0-0.73","j","false","40","false","response","true",""
"","null","html-keyboard-response","148","373328","0.0-1.0-1.73","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1223","canvas-keyboard-response","149","375056","0.0-1.0-0.74","f","true","10","true","response","true",""
"","null","html-keyboard-response","150","376573","0.0-1.0-1.74","null","","","","","","Correct!"
"","677","canvas-keyboard-response","151","377756","0.0-1.0-0.75","f","true","10","false","response","true",""
"","null","html-keyboard-response","152","379280","0.0-1.0-1.75","null","","","","","","Correct!"
"","817","canvas-keyboard-response","153","380599","0.0-1.0-0.76","f","true","20","false","response","true",""
"","null","html-keyboard-response","154","382124","0.0-1.0-1.76","null","","","","","","Correct!"
"","722","canvas-keyboard-response","155","383349","0.0-1.0-0.77","j","false","10","false","response","true",""
"","null","html-keyboard-response","156","384876","0.0-1.0-1.77","null","","","","","","Correct!"
"","2681","canvas-keyboard-response","157","388072","0.0-1.0-0.78","f","true","40","true","response","true",""
"","null","html-keyboard-response","158","389580","0.0-1.0-1.78","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","2794","canvas-keyboard-response","159","392890","0.0-1.0-0.79","j","false","30","true","response","true",""
"","null","html-keyboard-response","160","394413","0.0-1.0-1.79","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1783","canvas-keyboard-response","161","396707","0.0-1.0-0.80","j","false","10","false","response","true",""
"","null","html-keyboard-response","162","398209","0.0-1.0-1.80","null","","","","","","Correct!"
"","1758","canvas-keyboard-response","163","400478","0.0-1.0-0.81","j","false","20","false","response","true",""
"","null","html-keyboard-response","164","401985","0.0-1.0-1.81","null","","","","","","Correct!"
"","1566","canvas-keyboard-response","165","404066","0.0-1.0-0.82","j","false","20","false","response","true",""
"","null","html-keyboard-response","166","405578","0.0-1.0-1.82","null","","","","","","Correct!"
"","1948","canvas-keyboard-response","167","408032","0.0-1.0-0.83","f","true","20","true","response","true",""
"","null","html-keyboard-response","168","409564","0.0-1.0-1.83","null","","","","","","Correct!"
"","3134","canvas-keyboard-response","169","413214","0.0-1.0-0.84","f","true","20","false","response","true",""
"","null","html-keyboard-response","170","414723","0.0-1.0-1.84","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1167","canvas-keyboard-response","171","416404","0.0-1.0-0.85","j","false","10","false","response","true",""
"","null","html-keyboard-response","172","417921","0.0-1.0-1.85","null","","","","","","Correct!"
"","1024","canvas-keyboard-response","173","419465","0.0-1.0-0.86","j","false","10","false","response","true",""
"","null","html-keyboard-response","174","420985","0.0-1.0-1.86","null","","","","","","Correct!"
"","1096","canvas-keyboard-response","175","422591","0.0-1.0-0.87","j","false","10","true","response","true",""
"","null","html-keyboard-response","176","424096","0.0-1.0-1.87","null","","","","","","Correct!"
"","1312","canvas-keyboard-response","177","425925","0.0-1.0-0.88","f","true","20","true","response","true",""
"","null","html-keyboard-response","178","427439","0.0-1.0-1.88","null","","","","","","Correct!"
"","1258","canvas-keyboard-response","179","429214","0.0-1.0-0.89","j","false","40","false","response","true",""
"","null","html-keyboard-response","180","430723","0.0-1.0-1.89","null","","","","","","Correct!"
"","789","canvas-keyboard-response","181","432031","0.0-1.0-0.90","f","true","10","true","response","true",""
"","null","html-keyboard-response","182","433554","0.0-1.0-1.90","null","","","","","","Correct!"
"","1608","canvas-keyboard-response","183","435663","0.0-1.0-0.91","f","true","20","true","response","true",""
"","null","html-keyboard-response","184","437194","0.0-1.0-1.91","null","","","","","","Correct!"
"","1395","canvas-keyboard-response","185","439106","0.0-1.0-0.92","j","false","20","true","response","true",""
"","null","html-keyboard-response","186","440618","0.0-1.0-1.92","null","","","","","","Correct!"
"","2349","canvas-keyboard-response","187","443481","0.0-1.0-0.93","j","false","30","false","response","true",""
"","null","html-keyboard-response","188","445005","0.0-1.0-1.93","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1310","canvas-keyboard-response","189","446820","0.0-1.0-0.94","f","true","20","true","response","true",""
"","null","html-keyboard-response","190","448351","0.0-1.0-1.94","null","","","","","","Correct!"
"","2171","canvas-keyboard-response","191","451040","0.0-1.0-0.95","f","true","30","true","response","true",""
"","null","html-keyboard-response","192","452553","0.0-1.0-1.95","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1523","canvas-keyboard-response","193","454603","0.0-1.0-0.96","f","true","10","true","response","true",""
"","null","html-keyboard-response","194","456118","0.0-1.0-1.96","null","","","","","","Correct!"
"","2491","canvas-keyboard-response","195","459123","0.0-1.0-0.97","f","true","40","true","response","true",""
"","null","html-keyboard-response","196","460646","0.0-1.0-1.97","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1565","canvas-keyboard-response","197","462714","0.0-1.0-0.98","f","true","30","true","response","true",""
"","null","html-keyboard-response","198","464224","0.0-1.0-1.98","null","","","","","","Correct!"
"","2216","canvas-keyboard-response","199","466943","0.0-1.0-0.99","j","false","20","false","response","true",""
"","null","html-keyboard-response","200","468446","0.0-1.0-1.99","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","820","canvas-keyboard-response","201","469780","0.0-1.0-0.100","f","true","30","false","response","true",""
"","null","html-keyboard-response","202","471302","0.0-1.0-1.100","null","","","","","","Correct!"
"","2495","canvas-keyboard-response","203","474302","0.0-1.0-0.101","f","true","30","true","response","true",""
"","null","html-keyboard-response","204","475818","0.0-1.0-1.101","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","875","canvas-keyboard-response","205","477209","0.0-1.0-0.102","f","true","30","false","response","true",""
"","null","html-keyboard-response","206","478740","0.0-1.0-1.102","null","","","","","","Correct!"
"","798","canvas-keyboard-response","207","480044","0.0-1.0-0.103","f","true","40","false","response","true",""
"","null","html-keyboard-response","208","481553","0.0-1.0-1.103","null","","","","","","Correct!"
"","1127","canvas-keyboard-response","209","483187","0.0-1.0-0.104","f","true","10","true","response","true",""
"","null","html-keyboard-response","210","484698","0.0-1.0-1.104","null","","","","","","Correct!"
"","1766","canvas-keyboard-response","211","486978","0.0-1.0-0.105","j","false","20","false","response","true",""
"","null","html-keyboard-response","212","488491","0.0-1.0-1.105","null","","","","","","Correct!"
"","3781","canvas-keyboard-response","213","492791","0.0-1.0-0.106","f","true","40","true","response","true",""
"","null","html-keyboard-response","214","494310","0.0-1.0-1.106","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1230","canvas-keyboard-response","215","496056","0.0-1.0-0.107","f","true","30","false","response","true",""
"","null","html-keyboard-response","216","497572","0.0-1.0-1.107","null","","","","","","Correct!"
"","2349","canvas-keyboard-response","217","500438","0.0-1.0-0.108","j","false","20","true","response","true",""
"","null","html-keyboard-response","218","501960","0.0-1.0-1.108","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1269","canvas-keyboard-response","219","503747","0.0-1.0-0.109","f","true","30","true","response","true",""
"","null","html-keyboard-response","220","505258","0.0-1.0-1.109","null","","","","","","Correct!"
"","1703","canvas-keyboard-response","221","507463","0.0-1.0-0.110","f","true","10","true","response","true",""
"","null","html-keyboard-response","222","508992","0.0-1.0-1.110","null","","","","","","Correct!"
"","1815","canvas-keyboard-response","223","511327","0.0-1.0-0.111","f","true","30","true","response","true",""
"","null","html-keyboard-response","224","512851","0.0-1.0-1.111","null","","","","","","Correct!"
"","2930","canvas-keyboard-response","225","516298","0.0-1.0-0.112","j","false","40","false","response","true",""
"","null","html-keyboard-response","226","517810","0.0-1.0-1.112","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1780","canvas-keyboard-response","227","520102","0.0-1.0-0.113","f","true","40","true","response","true",""
"","null","html-keyboard-response","228","521632","0.0-1.0-1.113","null","","","","","","Correct!"
"","4928","canvas-keyboard-response","229","527077","0.0-1.0-0.114","f","true","40","false","response","true",""
"","null","html-keyboard-response","230","528588","0.0-1.0-1.114","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","3141","canvas-keyboard-response","231","532233","0.0-1.0-0.115","f","true","40","true","response","true",""
"","null","html-keyboard-response","232","533758","0.0-1.0-1.115","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1548","canvas-keyboard-response","233","535810","0.0-1.0-0.116","j","false","10","false","response","true",""
"","null","html-keyboard-response","234","537335","0.0-1.0-1.116","null","","","","","","Correct!"
"","874","canvas-keyboard-response","235","538728","0.0-1.0-0.117","f","true","40","false","response","true",""
"","null","html-keyboard-response","236","540243","0.0-1.0-1.117","null","","","","","","Correct!"
"","1916","canvas-keyboard-response","237","542676","0.0-1.0-0.118","j","false","30","false","response","true",""
"","null","html-keyboard-response","238","544196","0.0-1.0-1.118","null","","","","","","Correct!"
"","622","canvas-keyboard-response","239","545334","0.0-1.0-0.119","f","true","40","false","response","true",""
"","null","html-keyboard-response","240","546852","0.0-1.0-1.119","null","","","","","","Correct!"
"","638","canvas-keyboard-response","241","548008","0.0-1.0-0.120","f","true","30","false","response","true",""
"","null","html-keyboard-response","242","549524","0.0-1.0-1.120","null","","","","","","Correct!"
"","2704","canvas-keyboard-response","243","552745","0.0-1.0-0.121","j","false","30","true","response","true",""
"","null","html-keyboard-response","244","554274","0.0-1.0-1.121","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","923","canvas-keyboard-response","245","555700","0.0-1.0-0.122","j","false","10","true","response","true",""
"","null","html-keyboard-response","246","557228","0.0-1.0-1.122","null","","","","","","Correct!"
"","1429","canvas-keyboard-response","247","559160","0.0-1.0-0.123","f","true","10","false","response","true",""
"","null","html-keyboard-response","248","560683","0.0-1.0-1.123","null","","","","","","Correct!"
"","647","canvas-keyboard-response","249","561846","0.0-1.0-0.124","f","true","20","true","response","true",""
"","null","html-keyboard-response","250","563354","0.0-1.0-1.124","null","","","","","","Correct!"
"","1173","canvas-keyboard-response","251","565042","0.0-1.0-0.125","j","false","10","true","response","true",""
"","null","html-keyboard-response","252","566570","0.0-1.0-1.125","null","","","","","","Correct!"
"","1742","canvas-keyboard-response","253","568826","0.0-1.0-0.126","j","false","30","false","response","true",""
"","null","html-keyboard-response","254","570352","0.0-1.0-1.126","null","","","","","","Correct!"
"","2212","canvas-keyboard-response","255","573082","0.0-1.0-0.127","j","false","20","false","response","true",""
"","null","html-keyboard-response","256","574591","0.0-1.0-1.127","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1283","canvas-keyboard-response","257","576388","0.0-1.0-0.128","j","false","10","false","response","true",""
"","null","html-keyboard-response","258","577915","0.0-1.0-1.128","null","","","","","","Correct!"
"","1660","canvas-keyboard-response","259","580093","0.0-1.0-0.129","j","false","20","true","response","true",""
"","null","html-keyboard-response","260","581620","0.0-1.0-1.129","null","","","","","","Correct!"
"","2885","canvas-keyboard-response","261","585019","0.0-1.0-0.130","j","false","40","true","response","true",""
"","null","html-keyboard-response","262","586526","0.0-1.0-1.130","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1203","canvas-keyboard-response","263","588244","0.0-1.0-0.131","j","false","10","true","response","true",""
"","null","html-keyboard-response","264","589758","0.0-1.0-1.131","null","","","","","","Correct!"
"","1672","canvas-keyboard-response","265","591934","0.0-1.0-0.132","j","false","40","false","response","true",""
"","null","html-keyboard-response","266","593451","0.0-1.0-1.132","null","","","","","","Correct!"
"","1135","canvas-keyboard-response","267","595099","0.0-1.0-0.133","f","true","30","true","response","true",""
"","null","html-keyboard-response","268","596604","0.0-1.0-1.133","null","","","","","","Correct!"
"","1219","canvas-keyboard-response","269","598339","0.0-1.0-0.134","j","false","10","true","response","true",""
"","null","html-keyboard-response","270","599856","0.0-1.0-1.134","null","","","","","","Correct!"
"","3345","canvas-keyboard-response","271","603713","0.0-1.0-0.135","j","false","40","true","response","true",""
"","null","html-keyboard-response","272","605229","0.0-1.0-1.135","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","2462","canvas-keyboard-response","273","608207","0.0-1.0-0.136","f","true","20","true","response","true",""
"","null","html-keyboard-response","274","609712","0.0-1.0-1.136","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","2186","canvas-keyboard-response","275","612415","0.0-1.0-0.137","j","false","20","true","response","true",""
"","null","html-keyboard-response","276","613930","0.0-1.0-1.137","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","827","canvas-keyboard-response","277","615262","0.0-1.0-0.138","f","true","40","true","response","true",""
"","null","html-keyboard-response","278","616790","0.0-1.0-1.138","null","","","","","","Correct!"
"","982","canvas-keyboard-response","279","618295","0.0-1.0-0.139","f","true","40","false","response","true",""
"","null","html-keyboard-response","280","619811","0.0-1.0-1.139","null","","","","","","Correct!"
"","624","canvas-keyboard-response","281","620949","0.0-1.0-0.140","j","false","10","true","response","true",""
"","null","html-keyboard-response","282","622478","0.0-1.0-1.140","null","","","","","","Correct!"
"","1851","canvas-keyboard-response","283","624845","0.0-1.0-0.141","f","true","30","true","response","true",""
"","null","html-keyboard-response","284","626367","0.0-1.0-1.141","null","","","","","","Correct!"
"","1714","canvas-keyboard-response","285","628595","0.0-1.0-0.142","f","true","30","true","response","true",""
"","null","html-keyboard-response","286","630118","0.0-1.0-1.142","null","","","","","","Correct!"
"","635","canvas-keyboard-response","287","631271","0.0-1.0-0.143","f","true","20","false","response","true",""
"","null","html-keyboard-response","288","632791","0.0-1.0-1.143","null","","","","","","Correct!"
"","1007","canvas-keyboard-response","289","634315","0.0-1.0-0.144","f","true","10","true","response","true",""
"","null","html-keyboard-response","290","635837","0.0-1.0-1.144","null","","","","","","Correct!"
"","2469","canvas-keyboard-response","291","638823","0.0-1.0-0.145","j","false","40","true","response","true",""
"","null","html-keyboard-response","292","640351","0.0-1.0-1.145","null","","","","","","Correct!<br><br><b>Work faster!</b>"
